,Importers,Country,Product,Quantity,Year,Month,Unit,Values
2738,Lebanon,Australia,080610,0,2019,M03,Kilograms,147
2739,Malaysia,Australia,080610,0,2019,M03,Kilograms,2271
2740,New Caledonia,Australia,080610,18,2019,M03,Kilograms,140
2741,Papua New Guinea,Australia,080610,0,2019,M03,Kilograms,36
2742,Qatar,Australia,080610,0,2019,M03,Kilograms,258
2743,India,Australia,080610,0,2019,M03,Kilograms,199
2744,Singapore,Australia,080610,0,2019,M04,Kilograms,2471
2745,Thailand,Australia,080610,0,2019,M04,Kilograms,5704
2746,Solomon Islands,Australia,080610,0,2019,M04,Kilograms,3
2747,Brunei Darussalam,Australia,080610,0,2019,M04,Kilograms,9
2748,Fiji,Australia,080610,298,2019,M04,Kilograms,69
2749,"Hong Kong, China",Australia,080610,0,2019,M04,Kilograms,6133
2750,Indonesia,Australia,080610,0,2019,M04,Kilograms,23436
2751,Lebanon,Australia,080610,0,2019,M04,Kilograms,36
2752,Malaysia,Australia,080610,0,2019,M04,Kilograms,3418
2753,New Caledonia,Australia,080610,35,2019,M04,Kilograms,84
2754,Papua New Guinea,Australia,080610,0,2019,M04,Kilograms,56
2755,Qatar,Australia,080610,0,2019,M04,Kilograms,249
2756,India,Australia,080610,0,2019,M04,Kilograms,243
2757,Singapore,Australia,080610,0,2019,M05,Kilograms,2409
2758,Thailand,Australia,080610,0,2019,M05,Kilograms,5013
2759,Solomon Islands,Australia,080610,0,2019,M05,Kilograms,1
2760,Brunei Darussalam,Australia,080610,62,2019,M05,Kilograms,95
2761,Fiji,Australia,080610,92,2019,M05,Kilograms,148
2762,"Hong Kong, China",Australia,080610,0,2019,M05,Kilograms,2866
2763,Indonesia,Australia,080610,0,2019,M05,Kilograms,16129
2764,Lebanon,Australia,080610,0,2019,M05,Kilograms,0
2765,Malaysia,Australia,080610,0,2019,M05,Kilograms,2191
2766,New Caledonia,Australia,080610,33,2019,M05,Kilograms,94
2767,Papua New Guinea,Australia,080610,0,2019,M05,Kilograms,35
2768,Qatar,Australia,080610,0,2019,M05,Kilograms,161
2769,India,Australia,080610,0,2019,M05,Kilograms,87
2770,Singapore,Australia,080610,0,2019,M06,Kilograms,237
2771,Thailand,Australia,080610,0,2019,M06,Kilograms,1395
2772,Solomon Islands,Australia,080610,0,2019,M06,Kilograms,2
2773,Brunei Darussalam,Australia,080610,32,2019,M06,Kilograms,4
2774,Fiji,Australia,080610,82,2019,M06,Kilograms,54
2775,"Hong Kong, China",Australia,080610,0,2019,M06,Kilograms,797
2776,Indonesia,Australia,080610,0,2019,M06,Kilograms,2933
2777,Lebanon,Australia,080610,0,2019,M06,Kilograms,0
2778,Malaysia,Australia,080610,0,2019,M06,Kilograms,374
2779,New Caledonia,Australia,080610,0,2019,M06,Kilograms,39
2780,Papua New Guinea,Australia,080610,0,2019,M06,Kilograms,28
2781,Qatar,Australia,080610,0,2019,M06,Kilograms,97
2782,India,Australia,080610,0,2019,M06,Kilograms,0
2783,Singapore,Australia,080610,0,2019,M07,Kilograms,2
2784,Thailand,Australia,080610,0,2019,M07,Kilograms,114
2785,Solomon Islands,Australia,080610,0,2019,M07,Kilograms,0
2786,Brunei Darussalam,Australia,080610,45,2019,M07,Kilograms,0
2787,Fiji,Australia,080610,54,2019,M07,Kilograms,20
2788,"Hong Kong, China",Australia,080610,18,2019,M07,Kilograms,57
2789,Indonesia,Australia,080610,0,2019,M07,Kilograms,64
2790,Lebanon,Australia,080610,0,2019,M07,Kilograms,0
2791,Malaysia,Australia,080610,0,2019,M07,Kilograms,0
2792,New Caledonia,Australia,080610,0,2019,M07,Kilograms,39
2793,Papua New Guinea,Australia,080610,0,2019,M07,Kilograms,25
2794,Qatar,Australia,080610,0,2019,M07,Kilograms,29
2795,India,Australia,080610,0,2019,M07,Kilograms,0
2796,Singapore,Australia,080610,0,2019,M08,Kilograms,7
2797,Thailand,Australia,080610,0,2019,M08,Kilograms,0
2798,Solomon Islands,Australia,080610,0,2019,M08,Kilograms,0
2799,Brunei Darussalam,Australia,080610,41,2019,M08,Kilograms,0
2800,Fiji,Australia,080610,135,2019,M08,Kilograms,3
2801,"Hong Kong, China",Australia,080610,666,2019,M08,Kilograms,47
2802,Indonesia,Australia,080610,0,2019,M08,Kilograms,0
2803,Lebanon,Australia,080610,0,2019,M08,Kilograms,0
2804,Malaysia,Australia,080610,0,2019,M08,Kilograms,0
2805,New Caledonia,Australia,080610,0,2019,M08,Kilograms,18
2806,Papua New Guinea,Australia,080610,0,2019,M08,Kilograms,20
2807,Qatar,Australia,080610,0,2019,M08,Kilograms,0
2808,India,Australia,080610,0,2019,M08,Kilograms,0
2809,Singapore,Australia,080610,0,2019,M09,Kilograms,8
2810,Thailand,Australia,080610,0,2019,M09,Kilograms,0
2811,Solomon Islands,Australia,080610,0,2019,M09,Kilograms,0
2812,Brunei Darussalam,Australia,080610,18,2019,M09,Kilograms,0
2813,Fiji,Australia,080610,114,2019,M09,Kilograms,1
2814,"Hong Kong, China",Australia,080610,0,2019,M09,Kilograms,0
2815,Indonesia,Australia,080610,0,2019,M09,Kilograms,0
2816,Lebanon,Australia,080610,0,2019,M09,Kilograms,0
2817,Malaysia,Australia,080610,0,2019,M09,Kilograms,0
2818,New Caledonia,Australia,080610,0,2019,M09,Kilograms,0
2819,Papua New Guinea,Australia,080610,0,2019,M09,Kilograms,47
2820,Qatar,Australia,080610,0,2019,M09,Kilograms,0
2821,India,Australia,080610,0,2019,M09,Kilograms,0
2822,Singapore,Australia,080610,0,2019,M10,Kilograms,41
2823,Thailand,Australia,080610,0,2019,M10,Kilograms,0
2824,Solomon Islands,Australia,080610,54,2019,M10,Kilograms,5
2825,Brunei Darussalam,Australia,080610,0,2019,M10,Kilograms,0
2826,Fiji,Australia,080610,80,2019,M10,Kilograms,1
2827,"Hong Kong, China",Australia,080610,0,2019,M10,Kilograms,0
2828,Indonesia,Australia,080610,0,2019,M10,Kilograms,0
2829,Lebanon,Australia,080610,0,2019,M10,Kilograms,0
2830,Malaysia,Australia,080610,0,2019,M10,Kilograms,0
2831,New Caledonia,Australia,080610,0,2019,M10,Kilograms,0
2832,Papua New Guinea,Australia,080610,0,2019,M10,Kilograms,41
2833,Qatar,Australia,080610,0,2019,M10,Kilograms,0
2834,India,Australia,080610,0,2019,M10,Kilograms,0
2835,Singapore,Australia,080610,750,2019,M11,Kilograms,113
2836,Thailand,Australia,080610,0,2019,M11,Kilograms,0
2837,Solomon Islands,Australia,080610,0,2019,M11,Kilograms,2
2838,Brunei Darussalam,Australia,080610,36,2019,M11,Kilograms,0
2839,Fiji,Australia,080610,44,2019,M11,Kilograms,3
2840,"Hong Kong, China",Australia,080610,0,2019,M11,Kilograms,3
2841,Indonesia,Australia,080610,0,2019,M11,Kilograms,42
2842,Lebanon,Australia,080610,200,2019,M11,Kilograms,0
2843,Malaysia,Australia,080610,9,2019,M11,Kilograms,0
2844,New Caledonia,Australia,080610,0,2019,M11,Kilograms,0
2845,Papua New Guinea,Australia,080610,39,2019,M11,Kilograms,50
2846,Qatar,Australia,080610,0,2019,M11,Kilograms,0
2847,India,Australia,080610,0,2019,M11,Kilograms,0
2848,Singapore,Australia,080610,1250,2019,M12,Kilograms,21
2849,Thailand,Australia,080610,0,2019,M12,Kilograms,0
2850,Solomon Islands,Australia,080610,0,2019,M12,Kilograms,3
2851,Brunei Darussalam,Australia,080610,26,2019,M12,Kilograms,0
2852,Fiji,Australia,080610,30,2019,M12,Kilograms,4
2853,"Hong Kong, China",Australia,080610,58,2019,M12,Kilograms,39
2854,Indonesia,Australia,080610,0,2019,M12,Kilograms,0
2855,Lebanon,Australia,080610,0,2019,M12,Kilograms,0
2856,Malaysia,Australia,080610,0,2019,M12,Kilograms,5
2857,New Caledonia,Australia,080610,0,2019,M12,Kilograms,0
2858,Papua New Guinea,Australia,080610,42,2019,M12,Kilograms,45
2859,Qatar,Australia,080610,0,2019,M12,Kilograms,55
2860,India,Australia,080610,0,2019,M12,Kilograms,0
2861,Singapore,Australia,080610,1540,2020,M01,Kilograms,428
2862,Thailand,Australia,080610,0,2020,M01,Kilograms,1096
2863,Solomon Islands,Australia,080610,0,2020,M01,Kilograms,0
2864,Brunei Darussalam,Australia,080610,23,2020,M01,Kilograms,13
2865,Fiji,Australia,080610,0,2020,M01,Kilograms,2
2866,"Hong Kong, China",Australia,080610,0,2020,M01,Kilograms,1246
2867,Indonesia,Australia,080610,0,2020,M01,Kilograms,0
2868,Lebanon,Australia,080610,0,2020,M01,Kilograms,1
2869,Malaysia,Australia,080610,41,2020,M01,Kilograms,666
2870,New Caledonia,Australia,080610,0,2020,M01,Kilograms,142
2871,Papua New Guinea,Australia,080610,0,2020,M01,Kilograms,26
2872,Qatar,Australia,080610,0,2020,M01,Kilograms,111
2873,India,Australia,080610,0,2020,M01,Kilograms,0
2874,Singapore,Australia,080610,1650,2020,M02,Kilograms,529
2875,Thailand,Australia,080610,0,2020,M02,Kilograms,3080
2876,Solomon Islands,Australia,080610,0,2020,M02,Kilograms,0
2877,Brunei Darussalam,Australia,080610,0,2020,M02,Kilograms,18
2878,Fiji,Australia,080610,0,2020,M02,Kilograms,93
2879,"Hong Kong, China",Australia,080610,0,2020,M02,Kilograms,3029
2880,Indonesia,Australia,080610,0,2020,M02,Kilograms,0
2881,Lebanon,Australia,080610,0,2020,M02,Kilograms,23
2882,Malaysia,Australia,080610,0,2020,M02,Kilograms,1217
2883,New Caledonia,Australia,080610,0,2020,M02,Kilograms,67
2884,Papua New Guinea,Australia,080610,27,2020,M02,Kilograms,21
2885,Qatar,Australia,080610,0,2020,M02,Kilograms,362
2886,India,Australia,080610,69,2020,M02,Kilograms,42
2887,Singapore,Australia,080610,1984,2020,M03,Kilograms,1662
2888,Thailand,Australia,080610,0,2020,M03,Kilograms,3818
2889,Solomon Islands,Australia,080610,0,2020,M03,Kilograms,0
2890,Brunei Darussalam,Australia,080610,0,2020,M03,Kilograms,24
2891,Fiji,Australia,080610,0,2020,M03,Kilograms,141
2892,"Hong Kong, China",Australia,080610,0,2020,M03,Kilograms,7073
2893,Indonesia,Australia,080610,0,2020,M03,Kilograms,5521
2894,Lebanon,Australia,080610,0,2020,M03,Kilograms,141
2895,Malaysia,Australia,080610,0,2020,M03,Kilograms,2045
2896,New Caledonia,Australia,080610,0,2020,M03,Kilograms,66
2897,Papua New Guinea,Australia,080610,0,2020,M03,Kilograms,31
2898,Qatar,Australia,080610,0,2020,M03,Kilograms,490
2899,India,Australia,080610,0,2020,M03,Kilograms,313
2900,Qatar,Australia,080720,0,2018,M08,Kilograms,0
2901,Singapore,Australia,080720,309,2018,M08,Kilograms,0
2902,New Zealand,Australia,080720,0,2018,M08,Kilograms,8
2903,Canada,Australia,080720,0,2018,M08,Kilograms,0
2904,Qatar,Australia,080720,0,2018,M09,Kilograms,0
2905,Singapore,Australia,080720,4148,2018,M09,Kilograms,0
2906,New Zealand,Australia,080720,1497,2018,M09,Kilograms,13
2907,Canada,Australia,080720,0,2018,M09,Kilograms,0
2908,Qatar,Australia,080720,0,2018,M10,Kilograms,0
2909,Singapore,Australia,080720,32938,2018,M10,Kilograms,0
2910,New Zealand,Australia,080720,0,2018,M10,Kilograms,31
2911,Canada,Australia,080720,1371,2018,M10,Kilograms,0
2912,Qatar,Australia,080720,0,2018,M11,Kilograms,0
2913,Singapore,Australia,080720,366,2018,M11,Kilograms,0
2914,New Zealand,Australia,080720,0,2018,M11,Kilograms,22
2915,Canada,Australia,080720,396,2018,M11,Kilograms,0
2916,Qatar,Australia,080720,0,2018,M12,Kilograms,0
2917,Singapore,Australia,080720,0,2018,M12,Kilograms,0
2918,New Zealand,Australia,080720,0,2018,M12,Kilograms,23
2919,Canada,Australia,080720,60,2018,M12,Kilograms,0
2920,Qatar,Australia,080720,186,2019,M01,Kilograms,0
2921,Singapore,Australia,080720,1301,2019,M01,Kilograms,0
2922,New Zealand,Australia,080720,0,2019,M01,Kilograms,0
2923,Canada,Australia,080720,522,2019,M01,Kilograms,0
2924,Qatar,Australia,080720,0,2019,M02,Kilograms,0
2925,Singapore,Australia,080720,0,2019,M02,Kilograms,0
2926,New Zealand,Australia,080720,0,2019,M02,Kilograms,0
2927,Canada,Australia,080720,216,2019,M02,Kilograms,0
2928,Qatar,Australia,080720,0,2019,M03,Kilograms,0
2929,Singapore,Australia,080720,0,2019,M03,Kilograms,0
2930,New Zealand,Australia,080720,0,2019,M03,Kilograms,2
2931,Canada,Australia,080720,0,2019,M03,Kilograms,0
2932,Qatar,Australia,080720,0,2019,M04,Kilograms,0
2933,Singapore,Australia,080720,0,2019,M04,Kilograms,0
2934,New Zealand,Australia,080720,0,2019,M04,Kilograms,5
2935,Canada,Australia,080720,0,2019,M04,Kilograms,0
2936,Qatar,Australia,080720,0,2019,M05,Kilograms,0
2937,Singapore,Australia,080720,0,2019,M05,Kilograms,0
2938,New Zealand,Australia,080720,0,2019,M05,Kilograms,0
2939,Canada,Australia,080720,0,2019,M05,Kilograms,0
2940,Qatar,Australia,080720,0,2019,M06,Kilograms,0
2941,Singapore,Australia,080720,0,2019,M06,Kilograms,0
2942,New Zealand,Australia,080720,0,2019,M06,Kilograms,6
2943,Canada,Australia,080720,0,2019,M06,Kilograms,1
2944,Qatar,Australia,080720,0,2019,M07,Kilograms,0
2945,Singapore,Australia,080720,0,2019,M07,Kilograms,3
2946,New Zealand,Australia,080720,0,2019,M07,Kilograms,0
2947,Canada,Australia,080720,0,2019,M07,Kilograms,0
2948,Qatar,Australia,080720,0,2019,M08,Kilograms,0
2949,Singapore,Australia,080720,2493,2019,M08,Kilograms,0
2950,New Zealand,Australia,080720,0,2019,M08,Kilograms,0
2951,Canada,Australia,080720,0,2019,M08,Kilograms,0
2952,Qatar,Australia,080720,0,2019,M09,Kilograms,1
2953,Singapore,Australia,080720,20073,2019,M09,Kilograms,0
2954,New Zealand,Australia,080720,0,2019,M09,Kilograms,0
2955,Canada,Australia,080720,0,2019,M09,Kilograms,0
2956,Qatar,Australia,080720,0,2019,M10,Kilograms,0
2957,Singapore,Australia,080720,35396,2019,M10,Kilograms,2
2958,New Zealand,Australia,080720,0,2019,M10,Kilograms,0
2959,Canada,Australia,080720,684,2019,M10,Kilograms,0
2960,Qatar,Australia,080720,0,2019,M11,Kilograms,0
2961,Singapore,Australia,080720,6682,2019,M11,Kilograms,2
2962,New Zealand,Australia,080720,0,2019,M11,Kilograms,0
2963,Canada,Australia,080720,0,2019,M11,Kilograms,1
2964,Qatar,Australia,080720,0,2019,M12,Kilograms,0
2965,Singapore,Australia,080720,2513,2019,M12,Kilograms,0
2966,New Zealand,Australia,080720,0,2019,M12,Kilograms,0
2967,Canada,Australia,080720,0,2019,M12,Kilograms,0
2968,Qatar,Australia,080720,0,2020,M01,Kilograms,0
2969,Singapore,Australia,080720,2475,2020,M01,Kilograms,0
2970,New Zealand,Australia,080720,0,2020,M01,Kilograms,0
2971,Canada,Australia,080720,0,2020,M01,Kilograms,0
2972,Qatar,Australia,080720,0,2020,M02,Kilograms,0
2973,Singapore,Australia,080720,75,2020,M02,Kilograms,0
2974,New Zealand,Australia,080720,0,2020,M02,Kilograms,0
2975,Canada,Australia,080720,0,2020,M02,Kilograms,0
2976,Qatar,Australia,080720,0,2020,M03,Kilograms,0
2977,Singapore,Australia,080720,0,2020,M03,Kilograms,0
2978,New Zealand,Australia,080720,0,2020,M03,Kilograms,0
2979,Canada,Australia,080720,0,2020,M03,Kilograms,0
2980,Papua New Guinea,Australia,081020,296,2018,M08,Kilograms,0
2981,Singapore,Australia,081020,1047,2018,M08,Kilograms,0
2982,Lebanon,Australia,081020,0,2018,M08,Kilograms,0
2983,Malaysia,Australia,081020,244,2018,M08,Kilograms,0
2984,Fiji,Australia,081020,0,2018,M08,Kilograms,1
2985,"Hong Kong, China",Australia,081020,600,2018,M08,Kilograms,0
2986,Indonesia,Australia,081020,0,2018,M08,Kilograms,0
2987,Papua New Guinea,Australia,081020,74,2018,M09,Kilograms,0
2988,Singapore,Australia,081020,516,2018,M09,Kilograms,0
2989,Lebanon,Australia,081020,0,2018,M09,Kilograms,0
2990,Malaysia,Australia,081020,0,2018,M09,Kilograms,0
2991,Fiji,Australia,081020,0,2018,M09,Kilograms,1
2992,"Hong Kong, China",Australia,081020,0,2018,M09,Kilograms,0
2993,Indonesia,Australia,081020,0,2018,M09,Kilograms,0
2994,Papua New Guinea,Australia,081020,96,2018,M10,Kilograms,0
2995,Singapore,Australia,081020,450,2018,M10,Kilograms,3
2996,Lebanon,Australia,081020,0,2018,M10,Kilograms,0
2997,Malaysia,Australia,081020,0,2018,M10,Kilograms,0
2998,Fiji,Australia,081020,0,2018,M10,Kilograms,3
2999,"Hong Kong, China",Australia,081020,0,2018,M10,Kilograms,1
3000,Indonesia,Australia,081020,0,2018,M10,Kilograms,0
3001,Papua New Guinea,Australia,081020,281,2018,M11,Kilograms,0
3002,Singapore,Australia,081020,289,2018,M11,Kilograms,3
3003,Lebanon,Australia,081020,0,2018,M11,Kilograms,0
3004,Malaysia,Australia,081020,0,2018,M11,Kilograms,0
3005,Fiji,Australia,081020,0,2018,M11,Kilograms,1
3006,"Hong Kong, China",Australia,081020,0,2018,M11,Kilograms,0
3007,Indonesia,Australia,081020,0,2018,M11,Kilograms,0
3008,Papua New Guinea,Australia,081020,0,2018,M12,Kilograms,0
3009,Singapore,Australia,081020,322,2018,M12,Kilograms,12
3010,Lebanon,Australia,081020,0,2018,M12,Kilograms,0
3011,Malaysia,Australia,081020,0,2018,M12,Kilograms,0
3012,Fiji,Australia,081020,0,2018,M12,Kilograms,1
3013,"Hong Kong, China",Australia,081020,864,2018,M12,Kilograms,0
3014,Indonesia,Australia,081020,0,2018,M12,Kilograms,0
3015,Papua New Guinea,Australia,081020,62,2019,M01,Kilograms,0
3016,Singapore,Australia,081020,656,2019,M01,Kilograms,0
3017,Lebanon,Australia,081020,0,2019,M01,Kilograms,0
3018,Malaysia,Australia,081020,0,2019,M01,Kilograms,3
3019,Fiji,Australia,081020,0,2019,M01,Kilograms,1
3020,"Hong Kong, China",Australia,081020,0,2019,M01,Kilograms,15
3021,Indonesia,Australia,081020,0,2019,M01,Kilograms,2
3022,Papua New Guinea,Australia,081020,182,2019,M02,Kilograms,0
3023,Singapore,Australia,081020,552,2019,M02,Kilograms,0
3024,Lebanon,Australia,081020,0,2019,M02,Kilograms,0
3025,Malaysia,Australia,081020,202,2019,M02,Kilograms,1
3026,Fiji,Australia,081020,197,2019,M02,Kilograms,1
3027,"Hong Kong, China",Australia,081020,0,2019,M02,Kilograms,0
3028,Indonesia,Australia,081020,0,2019,M02,Kilograms,0
3029,Papua New Guinea,Australia,081020,207,2019,M03,Kilograms,0
3030,Singapore,Australia,081020,274,2019,M03,Kilograms,0
3031,Lebanon,Australia,081020,0,2019,M03,Kilograms,0
3032,Malaysia,Australia,081020,0,2019,M03,Kilograms,0
3033,Fiji,Australia,081020,0,2019,M03,Kilograms,1
3034,"Hong Kong, China",Australia,081020,0,2019,M03,Kilograms,0
3035,Indonesia,Australia,081020,137,2019,M03,Kilograms,0
3036,Papua New Guinea,Australia,081020,367,2019,M04,Kilograms,0
3037,Singapore,Australia,081020,575,2019,M04,Kilograms,0
3038,Lebanon,Australia,081020,0,2019,M04,Kilograms,0
3039,Malaysia,Australia,081020,0,2019,M04,Kilograms,0
3040,Fiji,Australia,081020,0,2019,M04,Kilograms,2
3041,"Hong Kong, China",Australia,081020,0,2019,M04,Kilograms,0
3042,Indonesia,Australia,081020,0,2019,M04,Kilograms,0
3043,Papua New Guinea,Australia,081020,94,2019,M05,Kilograms,0
3044,Singapore,Australia,081020,427,2019,M05,Kilograms,0
3045,Lebanon,Australia,081020,0,2019,M05,Kilograms,0
3046,Malaysia,Australia,081020,196,2019,M05,Kilograms,0
3047,Fiji,Australia,081020,0,2019,M05,Kilograms,1
3048,"Hong Kong, China",Australia,081020,0,2019,M05,Kilograms,0
3049,Indonesia,Australia,081020,0,2019,M05,Kilograms,0
3050,Papua New Guinea,Australia,081020,305,2019,M06,Kilograms,0
3051,Singapore,Australia,081020,199,2019,M06,Kilograms,0
3052,Lebanon,Australia,081020,0,2019,M06,Kilograms,0
3053,Malaysia,Australia,081020,0,2019,M06,Kilograms,0
3054,Fiji,Australia,081020,2736,2019,M06,Kilograms,1
3055,"Hong Kong, China",Australia,081020,0,2019,M06,Kilograms,0
3056,Indonesia,Australia,081020,0,2019,M06,Kilograms,0
3057,Papua New Guinea,Australia,081020,205,2019,M07,Kilograms,0
3058,Singapore,Australia,081020,0,2019,M07,Kilograms,0
3059,Lebanon,Australia,081020,0,2019,M07,Kilograms,0
3060,Malaysia,Australia,081020,0,2019,M07,Kilograms,0
3061,Fiji,Australia,081020,0,2019,M07,Kilograms,1
3062,"Hong Kong, China",Australia,081020,0,2019,M07,Kilograms,1
3063,Indonesia,Australia,081020,0,2019,M07,Kilograms,0
3064,Papua New Guinea,Australia,081020,208,2019,M08,Kilograms,0
3065,Singapore,Australia,081020,163,2019,M08,Kilograms,0
3066,Lebanon,Australia,081020,0,2019,M08,Kilograms,0
3067,Malaysia,Australia,081020,0,2019,M08,Kilograms,0
3068,Fiji,Australia,081020,0,2019,M08,Kilograms,1
3069,"Hong Kong, China",Australia,081020,0,2019,M08,Kilograms,9
3070,Indonesia,Australia,081020,0,2019,M08,Kilograms,0
3071,Papua New Guinea,Australia,081020,261,2019,M09,Kilograms,0
3072,Singapore,Australia,081020,972,2019,M09,Kilograms,0
3073,Lebanon,Australia,081020,202,2019,M09,Kilograms,0
3074,Malaysia,Australia,081020,122,2019,M09,Kilograms,0
3075,Fiji,Australia,081020,0,2019,M09,Kilograms,1
3076,"Hong Kong, China",Australia,081020,0,2019,M09,Kilograms,0
3077,Indonesia,Australia,081020,0,2019,M09,Kilograms,0
3078,Papua New Guinea,Australia,081020,57,2019,M10,Kilograms,0
3079,Singapore,Australia,081020,0,2019,M10,Kilograms,0
3080,Lebanon,Australia,081020,0,2019,M10,Kilograms,0
3081,Malaysia,Australia,081020,0,2019,M10,Kilograms,0
3082,Fiji,Australia,081020,0,2019,M10,Kilograms,1
3083,"Hong Kong, China",Australia,081020,0,2019,M10,Kilograms,0
3084,Indonesia,Australia,081020,0,2019,M10,Kilograms,0
3085,Papua New Guinea,Australia,081020,91,2019,M11,Kilograms,1
3086,Singapore,Australia,081020,233,2019,M11,Kilograms,8
3087,Lebanon,Australia,081020,0,2019,M11,Kilograms,1
3088,Malaysia,Australia,081020,0,2019,M11,Kilograms,2
3089,Fiji,Australia,081020,0,2019,M11,Kilograms,1
3090,"Hong Kong, China",Australia,081020,0,2019,M11,Kilograms,0
3091,Indonesia,Australia,081020,0,2019,M11,Kilograms,0
3092,Papua New Guinea,Australia,081020,0,2019,M12,Kilograms,1
3093,Singapore,Australia,081020,0,2019,M12,Kilograms,13
3094,Lebanon,Australia,081020,0,2019,M12,Kilograms,0
3095,Malaysia,Australia,081020,0,2019,M12,Kilograms,0
3096,Fiji,Australia,081020,0,2019,M12,Kilograms,1
3097,"Hong Kong, China",Australia,081020,0,2019,M12,Kilograms,1
3098,Indonesia,Australia,081020,0,2019,M12,Kilograms,0
3099,Papua New Guinea,Australia,081020,0,2020,M01,Kilograms,0
3100,Singapore,Australia,081020,0,2020,M01,Kilograms,16
3101,Lebanon,Australia,081020,0,2020,M01,Kilograms,0
3102,Malaysia,Australia,081020,0,2020,M01,Kilograms,1
3103,Fiji,Australia,081020,0,2020,M01,Kilograms,0
3104,"Hong Kong, China",Australia,081020,624,2020,M01,Kilograms,0
3105,Indonesia,Australia,081020,0,2020,M01,Kilograms,0
3106,Papua New Guinea,Australia,081020,3714,2020,M02,Kilograms,1
3107,Singapore,Australia,081020,0,2020,M02,Kilograms,17
3108,Lebanon,Australia,081020,0,2020,M02,Kilograms,0
3109,Malaysia,Australia,081020,0,2020,M02,Kilograms,0
3110,Fiji,Australia,081020,0,2020,M02,Kilograms,0
3111,"Hong Kong, China",Australia,081020,0,2020,M02,Kilograms,0
3112,Indonesia,Australia,081020,0,2020,M02,Kilograms,0
3113,Papua New Guinea,Australia,081020,144,2020,M03,Kilograms,0
3114,Singapore,Australia,081020,0,2020,M03,Kilograms,19
3115,Lebanon,Australia,081020,0,2020,M03,Kilograms,0
3116,Malaysia,Australia,081020,0,2020,M03,Kilograms,0
3117,Fiji,Australia,081020,0,2020,M03,Kilograms,0
3118,"Hong Kong, China",Australia,081020,0,2020,M03,Kilograms,0
3119,Indonesia,Australia,081020,0,2020,M03,Kilograms,0
3120,Germany,Australia,090111,7250563,2018,M08,Kilograms,0
3121,United Kingdom,Australia,090111,1510298,2018,M08,Kilograms,0
3122,France,Australia,090111,6106141,2018,M08,Kilograms,0
3123,Switzerland,Australia,090111,0,2018,M08,Kilograms,0
3124,Greece,Australia,090111,362499,2018,M08,Kilograms,0
3125,Spain,Australia,090111,4059315,2018,M08,Kilograms,0
3126,China,Australia,090111,0,2018,M08,Kilograms,5
3127,"Hong Kong, China",Australia,090111,0,2018,M08,Kilograms,52
3128,Lebanon,Australia,090111,217,2018,M08,Kilograms,0
3129,Qatar,Australia,090111,0,2018,M08,Kilograms,11
3130,United Arab Emirates,Australia,090111,1203,2018,M08,Kilograms,56
3131,Germany,Australia,090111,6255937,2018,M09,Kilograms,0
3132,United Kingdom,Australia,090111,1057537,2018,M09,Kilograms,2
3133,France,Australia,090111,3144435,2018,M09,Kilograms,0
3134,Switzerland,Australia,090111,0,2018,M09,Kilograms,0
3135,Greece,Australia,090111,766827,2018,M09,Kilograms,0
3136,Spain,Australia,090111,499535,2018,M09,Kilograms,0
3137,China,Australia,090111,0,2018,M09,Kilograms,31
3138,"Hong Kong, China",Australia,090111,0,2018,M09,Kilograms,11
3139,Lebanon,Australia,090111,152,2018,M09,Kilograms,0
3140,Qatar,Australia,090111,0,2018,M09,Kilograms,0
3141,United Arab Emirates,Australia,090111,1498,2018,M09,Kilograms,0
3142,Germany,Australia,090111,6764775,2018,M10,Kilograms,29
3143,United Kingdom,Australia,090111,724263,2018,M10,Kilograms,0
3144,France,Australia,090111,1999459,2018,M10,Kilograms,27
3145,Switzerland,Australia,090111,0,2018,M10,Kilograms,0
3146,Greece,Australia,090111,367198,2018,M10,Kilograms,0
3147,Spain,Australia,090111,321171,2018,M10,Kilograms,0
3148,China,Australia,090111,0,2018,M10,Kilograms,2
3149,"Hong Kong, China",Australia,090111,0,2018,M10,Kilograms,5
3150,Lebanon,Australia,090111,229,2018,M10,Kilograms,6
3151,Qatar,Australia,090111,0,2018,M10,Kilograms,0
3152,United Arab Emirates,Australia,090111,1371,2018,M10,Kilograms,0
3153,Germany,Australia,090111,4439159,2018,M11,Kilograms,0
3154,United Kingdom,Australia,090111,1198827,2018,M11,Kilograms,0
3155,France,Australia,090111,2034899,2018,M11,Kilograms,0
3156,Switzerland,Australia,090111,0,2018,M11,Kilograms,0
3157,Greece,Australia,090111,41040,2018,M11,Kilograms,0
3158,Spain,Australia,090111,241862,2018,M11,Kilograms,0
3159,China,Australia,090111,0,2018,M11,Kilograms,0
3160,"Hong Kong, China",Australia,090111,0,2018,M11,Kilograms,65
3161,Lebanon,Australia,090111,154,2018,M11,Kilograms,0
3162,Qatar,Australia,090111,0,2018,M11,Kilograms,6
3163,United Arab Emirates,Australia,090111,757,2018,M11,Kilograms,0
3164,Germany,Australia,090111,3519050,2018,M12,Kilograms,0
3165,United Kingdom,Australia,090111,1340656,2018,M12,Kilograms,126
3166,France,Australia,090111,2284705,2018,M12,Kilograms,0
3167,Switzerland,Australia,090111,0,2018,M12,Kilograms,0
3168,Greece,Australia,090111,42033,2018,M12,Kilograms,0
3169,Spain,Australia,090111,37681,2018,M12,Kilograms,35
