,Importers,Country,Product,Quantity,Year,Month,Unit,Values
5001,Czech Republic,Belgium,070610,46604,2019,M01,Kilograms,103
5002,Germany,Belgium,070610,3693,2019,M01,Kilograms,775
5003,Spain,Belgium,070610,63,2019,M01,Kilograms,8
5004,Poland,Belgium,070610,20688,2019,M01,Kilograms,83
5005,Austria,Belgium,070610,24497,2019,M01,Kilograms,12
5006,Hungary,Belgium,070610,0,2019,M01,Kilograms,25
5007,Italy,Belgium,070610,0,2019,M01,Kilograms,78
5008,Portugal,Belgium,070610,0,2019,M01,Kilograms,0
5009,Romania,Belgium,070610,4054,2019,M01,Kilograms,0
5010,Slovakia,Belgium,070610,0,2019,M01,Kilograms,31
5011,Switzerland,Belgium,070610,0,2019,M01,Kilograms,0
5012,Netherlands,Belgium,070610,347168,2019,M02,Kilograms,710
5013,France,Belgium,070610,527655,2019,M02,Kilograms,2333
5014,United Kingdom,Belgium,070610,9547,2019,M02,Kilograms,73
5015,Luxembourg,Belgium,070610,40125,2019,M02,Kilograms,228
5016,Sweden,Belgium,070610,40731,2019,M02,Kilograms,0
5017,Lithuania,Belgium,070610,9086,2019,M02,Kilograms,0
5018,Norway,Belgium,070610,25576,2019,M02,Kilograms,0
5019,Denmark,Belgium,070610,20177,2019,M02,Kilograms,1
5020,Greece,Belgium,070610,0,2019,M02,Kilograms,0
5021,Czech Republic,Belgium,070610,49115,2019,M02,Kilograms,127
5022,Germany,Belgium,070610,2942,2019,M02,Kilograms,820
5023,Spain,Belgium,070610,22397,2019,M02,Kilograms,11
5024,Poland,Belgium,070610,51977,2019,M02,Kilograms,124
5025,Austria,Belgium,070610,7412,2019,M02,Kilograms,15
5026,Hungary,Belgium,070610,0,2019,M02,Kilograms,9
5027,Italy,Belgium,070610,0,2019,M02,Kilograms,155
5028,Portugal,Belgium,070610,0,2019,M02,Kilograms,0
5029,Romania,Belgium,070610,0,2019,M02,Kilograms,0
5030,Slovakia,Belgium,070610,1234,2019,M02,Kilograms,31
5031,Switzerland,Belgium,070610,0,2019,M02,Kilograms,0
5032,Netherlands,Belgium,070610,404436,2019,M03,Kilograms,740
5033,France,Belgium,070610,303393,2019,M03,Kilograms,3555
5034,United Kingdom,Belgium,070610,20071,2019,M03,Kilograms,48
5035,Luxembourg,Belgium,070610,46843,2019,M03,Kilograms,263
5036,Sweden,Belgium,070610,37513,2019,M03,Kilograms,0
5037,Lithuania,Belgium,070610,24535,2019,M03,Kilograms,0
5038,Norway,Belgium,070610,34077,2019,M03,Kilograms,1
5039,Denmark,Belgium,070610,24308,2019,M03,Kilograms,0
5040,Greece,Belgium,070610,16907,2019,M03,Kilograms,34
5041,Czech Republic,Belgium,070610,39473,2019,M03,Kilograms,185
5042,Germany,Belgium,070610,5549,2019,M03,Kilograms,720
5043,Spain,Belgium,070610,22700,2019,M03,Kilograms,53
5044,Poland,Belgium,070610,20985,2019,M03,Kilograms,301
5045,Austria,Belgium,070610,0,2019,M03,Kilograms,12
5046,Hungary,Belgium,070610,0,2019,M03,Kilograms,40
5047,Italy,Belgium,070610,0,2019,M03,Kilograms,131
5048,Portugal,Belgium,070610,0,2019,M03,Kilograms,23
5049,Romania,Belgium,070610,0,2019,M03,Kilograms,1
5050,Slovakia,Belgium,070610,0,2019,M03,Kilograms,32
5051,Switzerland,Belgium,070610,0,2019,M03,Kilograms,0
5052,Netherlands,Belgium,070610,426852,2019,M04,Kilograms,675
5053,France,Belgium,070610,1168978,2019,M04,Kilograms,5295
5054,United Kingdom,Belgium,070610,12811,2019,M04,Kilograms,34
5055,Luxembourg,Belgium,070610,54796,2019,M04,Kilograms,248
5056,Sweden,Belgium,070610,52984,2019,M04,Kilograms,1
5057,Lithuania,Belgium,070610,16859,2019,M04,Kilograms,6
5058,Norway,Belgium,070610,28670,2019,M04,Kilograms,1
5059,Denmark,Belgium,070610,22715,2019,M04,Kilograms,0
5060,Greece,Belgium,070610,31909,2019,M04,Kilograms,47
5061,Czech Republic,Belgium,070610,31918,2019,M04,Kilograms,169
5062,Germany,Belgium,070610,3860,2019,M04,Kilograms,778
5063,Spain,Belgium,070610,21830,2019,M04,Kilograms,36
5064,Poland,Belgium,070610,0,2019,M04,Kilograms,268
5065,Austria,Belgium,070610,0,2019,M04,Kilograms,9
5066,Hungary,Belgium,070610,0,2019,M04,Kilograms,63
5067,Italy,Belgium,070610,4,2019,M04,Kilograms,125
5068,Portugal,Belgium,070610,0,2019,M04,Kilograms,0
5069,Romania,Belgium,070610,0,2019,M04,Kilograms,0
5070,Slovakia,Belgium,070610,0,2019,M04,Kilograms,38
5071,Switzerland,Belgium,070610,60,2019,M04,Kilograms,22
5072,Netherlands,Belgium,070610,449475,2019,M05,Kilograms,660
5073,France,Belgium,070610,481206,2019,M05,Kilograms,5092
5074,United Kingdom,Belgium,070610,12128,2019,M05,Kilograms,124
5075,Luxembourg,Belgium,070610,47136,2019,M05,Kilograms,256
5076,Sweden,Belgium,070610,40469,2019,M05,Kilograms,0
5077,Lithuania,Belgium,070610,11394,2019,M05,Kilograms,27
5078,Norway,Belgium,070610,31909,2019,M05,Kilograms,1
5079,Denmark,Belgium,070610,22095,2019,M05,Kilograms,1
5080,Greece,Belgium,070610,38272,2019,M05,Kilograms,0
5081,Czech Republic,Belgium,070610,26089,2019,M05,Kilograms,215
5082,Germany,Belgium,070610,15226,2019,M05,Kilograms,898
5083,Spain,Belgium,070610,291,2019,M05,Kilograms,8
5084,Poland,Belgium,070610,101868,2019,M05,Kilograms,89
5085,Austria,Belgium,070610,0,2019,M05,Kilograms,4
5086,Hungary,Belgium,070610,0,2019,M05,Kilograms,88
5087,Italy,Belgium,070610,0,2019,M05,Kilograms,66
5088,Portugal,Belgium,070610,0,2019,M05,Kilograms,0
5089,Romania,Belgium,070610,0,2019,M05,Kilograms,26
5090,Slovakia,Belgium,070610,0,2019,M05,Kilograms,84
5091,Switzerland,Belgium,070610,0,2019,M05,Kilograms,23
5092,Netherlands,Belgium,070610,393536,2019,M06,Kilograms,745
5093,France,Belgium,070610,1932501,2019,M06,Kilograms,3538
5094,United Kingdom,Belgium,070610,4956,2019,M06,Kilograms,131
5095,Luxembourg,Belgium,070610,46902,2019,M06,Kilograms,215
5096,Sweden,Belgium,070610,69541,2019,M06,Kilograms,0
5097,Lithuania,Belgium,070610,9511,2019,M06,Kilograms,25
5098,Norway,Belgium,070610,37109,2019,M06,Kilograms,1
5099,Denmark,Belgium,070610,24745,2019,M06,Kilograms,7
5100,Greece,Belgium,070610,36479,2019,M06,Kilograms,0
5101,Czech Republic,Belgium,070610,0,2019,M06,Kilograms,78
5102,Germany,Belgium,070610,8324,2019,M06,Kilograms,699
5103,Spain,Belgium,070610,21887,2019,M06,Kilograms,18
5104,Poland,Belgium,070610,92329,2019,M06,Kilograms,16
5105,Austria,Belgium,070610,0,2019,M06,Kilograms,7
5106,Hungary,Belgium,070610,0,2019,M06,Kilograms,0
5107,Italy,Belgium,070610,0,2019,M06,Kilograms,29
5108,Portugal,Belgium,070610,0,2019,M06,Kilograms,0
5109,Romania,Belgium,070610,0,2019,M06,Kilograms,5
5110,Slovakia,Belgium,070610,0,2019,M06,Kilograms,1
5111,Switzerland,Belgium,070610,0,2019,M06,Kilograms,23
5112,Netherlands,Belgium,070610,357016,2019,M07,Kilograms,1116
5113,France,Belgium,070610,1593114,2019,M07,Kilograms,3131
5114,United Kingdom,Belgium,070610,19897,2019,M07,Kilograms,107
5115,Luxembourg,Belgium,070610,33715,2019,M07,Kilograms,138
5116,Sweden,Belgium,070610,48807,2019,M07,Kilograms,0
5117,Lithuania,Belgium,070610,12711,2019,M07,Kilograms,5
5118,Norway,Belgium,070610,27993,2019,M07,Kilograms,1
5119,Denmark,Belgium,070610,21859,2019,M07,Kilograms,10
5120,Greece,Belgium,070610,38815,2019,M07,Kilograms,0
5121,Czech Republic,Belgium,070610,3588,2019,M07,Kilograms,46
5122,Germany,Belgium,070610,5879,2019,M07,Kilograms,1614
5123,Spain,Belgium,070610,3899,2019,M07,Kilograms,0
5124,Poland,Belgium,070610,24305,2019,M07,Kilograms,111
5125,Austria,Belgium,070610,1257,2019,M07,Kilograms,8
5126,Hungary,Belgium,070610,0,2019,M07,Kilograms,0
5127,Italy,Belgium,070610,0,2019,M07,Kilograms,43
5128,Portugal,Belgium,070610,0,2019,M07,Kilograms,0
5129,Romania,Belgium,070610,0,2019,M07,Kilograms,0
5130,Slovakia,Belgium,070610,0,2019,M07,Kilograms,12
5131,Switzerland,Belgium,070610,100,2019,M07,Kilograms,0
5132,Netherlands,Belgium,070610,377699,2019,M08,Kilograms,382
5133,France,Belgium,070610,488441,2019,M08,Kilograms,2944
5134,United Kingdom,Belgium,070610,8807,2019,M08,Kilograms,23
5135,Luxembourg,Belgium,070610,39085,2019,M08,Kilograms,169
5136,Sweden,Belgium,070610,32555,2019,M08,Kilograms,0
5137,Lithuania,Belgium,070610,12480,2019,M08,Kilograms,0
5138,Norway,Belgium,070610,25046,2019,M08,Kilograms,1
5139,Denmark,Belgium,070610,16881,2019,M08,Kilograms,16
5140,Greece,Belgium,070610,36268,2019,M08,Kilograms,0
5141,Czech Republic,Belgium,070610,3913,2019,M08,Kilograms,25
5142,Germany,Belgium,070610,97675,2019,M08,Kilograms,526
5143,Spain,Belgium,070610,5610,2019,M08,Kilograms,30
5144,Poland,Belgium,070610,0,2019,M08,Kilograms,0
5145,Austria,Belgium,070610,0,2019,M08,Kilograms,4
5146,Hungary,Belgium,070610,0,2019,M08,Kilograms,0
5147,Italy,Belgium,070610,0,2019,M08,Kilograms,32
5148,Portugal,Belgium,070610,0,2019,M08,Kilograms,0
5149,Romania,Belgium,070610,0,2019,M08,Kilograms,0
5150,Slovakia,Belgium,070610,0,2019,M08,Kilograms,0
5151,Switzerland,Belgium,070610,0,2019,M08,Kilograms,0
5152,Netherlands,Belgium,070610,374778,2019,M09,Kilograms,754
5153,France,Belgium,070610,984390,2019,M09,Kilograms,2892
5154,United Kingdom,Belgium,070610,49519,2019,M09,Kilograms,11
5155,Luxembourg,Belgium,070610,44283,2019,M09,Kilograms,189
5156,Sweden,Belgium,070610,28531,2019,M09,Kilograms,0
5157,Lithuania,Belgium,070610,13138,2019,M09,Kilograms,0
5158,Norway,Belgium,070610,27957,2019,M09,Kilograms,1
5159,Denmark,Belgium,070610,19581,2019,M09,Kilograms,8
5160,Greece,Belgium,070610,58367,2019,M09,Kilograms,0
5161,Czech Republic,Belgium,070610,14586,2019,M09,Kilograms,54
5162,Germany,Belgium,070610,76835,2019,M09,Kilograms,380
5163,Spain,Belgium,070610,5263,2019,M09,Kilograms,19
5164,Poland,Belgium,070610,18333,2019,M09,Kilograms,0
5165,Austria,Belgium,070610,2214,2019,M09,Kilograms,2
5166,Hungary,Belgium,070610,0,2019,M09,Kilograms,0
5167,Italy,Belgium,070610,0,2019,M09,Kilograms,129
5168,Portugal,Belgium,070610,0,2019,M09,Kilograms,0
5169,Romania,Belgium,070610,0,2019,M09,Kilograms,0
5170,Slovakia,Belgium,070610,0,2019,M09,Kilograms,0
5171,Switzerland,Belgium,070610,100,2019,M09,Kilograms,0
5172,Netherlands,Belgium,070610,429394,2019,M10,Kilograms,947
5173,France,Belgium,070610,264293,2019,M10,Kilograms,2989
5174,United Kingdom,Belgium,070610,17788,2019,M10,Kilograms,15
5175,Luxembourg,Belgium,070610,44131,2019,M10,Kilograms,215
5176,Sweden,Belgium,070610,51052,2019,M10,Kilograms,0
5177,Lithuania,Belgium,070610,14393,2019,M10,Kilograms,0
5178,Norway,Belgium,070610,38189,2019,M10,Kilograms,1
5179,Denmark,Belgium,070610,20609,2019,M10,Kilograms,12
5180,Greece,Belgium,070610,57812,2019,M10,Kilograms,0
5181,Czech Republic,Belgium,070610,11301,2019,M10,Kilograms,58
5182,Germany,Belgium,070610,4507,2019,M10,Kilograms,409
5183,Spain,Belgium,070610,58998,2019,M10,Kilograms,26
5184,Poland,Belgium,070610,0,2019,M10,Kilograms,0
5185,Austria,Belgium,070610,1096,2019,M10,Kilograms,2
5186,Hungary,Belgium,070610,0,2019,M10,Kilograms,0
5187,Italy,Belgium,070610,0,2019,M10,Kilograms,149
5188,Portugal,Belgium,070610,0,2019,M10,Kilograms,0
5189,Romania,Belgium,070610,0,2019,M10,Kilograms,0
5190,Slovakia,Belgium,070610,0,2019,M10,Kilograms,0
5191,Switzerland,Belgium,070610,0,2019,M10,Kilograms,0
5192,Netherlands,Belgium,070610,372303,2019,M11,Kilograms,1060
5193,France,Belgium,070610,933057,2019,M11,Kilograms,3507
5194,United Kingdom,Belgium,070610,5351,2019,M11,Kilograms,10
5195,Luxembourg,Belgium,070610,42368,2019,M11,Kilograms,199
5196,Sweden,Belgium,070610,27928,2019,M11,Kilograms,0
5197,Lithuania,Belgium,070610,38156,2019,M11,Kilograms,0
5198,Norway,Belgium,070610,25458,2019,M11,Kilograms,0
5199,Denmark,Belgium,070610,25022,2019,M11,Kilograms,8
5200,Greece,Belgium,070610,0,2019,M11,Kilograms,0
5201,Czech Republic,Belgium,070610,4087,2019,M11,Kilograms,50
5202,Germany,Belgium,070610,4798,2019,M11,Kilograms,452
5203,Spain,Belgium,070610,3851,2019,M11,Kilograms,3
5204,Poland,Belgium,070610,0,2019,M11,Kilograms,0
5205,Austria,Belgium,070610,0,2019,M11,Kilograms,3
5206,Hungary,Belgium,070610,0,2019,M11,Kilograms,0
5207,Italy,Belgium,070610,0,2019,M11,Kilograms,84
5208,Portugal,Belgium,070610,0,2019,M11,Kilograms,0
5209,Romania,Belgium,070610,0,2019,M11,Kilograms,0
5210,Slovakia,Belgium,070610,0,2019,M11,Kilograms,0
5211,Switzerland,Belgium,070610,0,2019,M11,Kilograms,0
5212,Netherlands,Belgium,070610,412887,2019,M12,Kilograms,816
5213,France,Belgium,070610,826968,2019,M12,Kilograms,2848
5214,United Kingdom,Belgium,070610,14838,2019,M12,Kilograms,15
5215,Luxembourg,Belgium,070610,40495,2019,M12,Kilograms,204
5216,Sweden,Belgium,070610,29273,2019,M12,Kilograms,0
5217,Lithuania,Belgium,070610,28822,2019,M12,Kilograms,0
5218,Norway,Belgium,070610,24065,2019,M12,Kilograms,0
5219,Denmark,Belgium,070610,21851,2019,M12,Kilograms,0
5220,Greece,Belgium,070610,8196,2019,M12,Kilograms,0
5221,Czech Republic,Belgium,070610,3621,2019,M12,Kilograms,58
5222,Germany,Belgium,070610,26590,2019,M12,Kilograms,835
5223,Spain,Belgium,070610,19896,2019,M12,Kilograms,32
5224,Poland,Belgium,070610,9266,2019,M12,Kilograms,0
5225,Austria,Belgium,070610,0,2019,M12,Kilograms,6
5226,Hungary,Belgium,070610,0,2019,M12,Kilograms,0
5227,Italy,Belgium,070610,0,2019,M12,Kilograms,83
5228,Portugal,Belgium,070610,2345,2019,M12,Kilograms,0
5229,Romania,Belgium,070610,0,2019,M12,Kilograms,0
5230,Slovakia,Belgium,070610,0,2019,M12,Kilograms,0
5231,Switzerland,Belgium,070610,0,2019,M12,Kilograms,0
5232,Netherlands,Belgium,070610,568223,2020,M01,Kilograms,486
5233,France,Belgium,070610,480178,2020,M01,Kilograms,3703
5234,United Kingdom,Belgium,070610,110210,2020,M01,Kilograms,1
5235,Luxembourg,Belgium,070610,58935,2020,M01,Kilograms,230
5236,Sweden,Belgium,070610,55363,2020,M01,Kilograms,0
5237,Lithuania,Belgium,070610,40907,2020,M01,Kilograms,0
5238,Norway,Belgium,070610,32414,2020,M01,Kilograms,0
5239,Denmark,Belgium,070610,26151,2020,M01,Kilograms,7
5240,Greece,Belgium,070610,22023,2020,M01,Kilograms,0
5241,Czech Republic,Belgium,070610,8023,2020,M01,Kilograms,41
5242,Germany,Belgium,070610,4211,2020,M01,Kilograms,543
5243,Spain,Belgium,070610,3865,2020,M01,Kilograms,22
5244,Poland,Belgium,070610,2587,2020,M01,Kilograms,13
5245,Austria,Belgium,070610,0,2020,M01,Kilograms,6
5246,Hungary,Belgium,070610,0,2020,M01,Kilograms,7
5247,Italy,Belgium,070610,0,2020,M01,Kilograms,139
5248,Portugal,Belgium,070610,0,2020,M01,Kilograms,0
5249,Romania,Belgium,070610,0,2020,M01,Kilograms,0
5250,Slovakia,Belgium,070610,0,2020,M01,Kilograms,0
5251,Switzerland,Belgium,070610,0,2020,M01,Kilograms,0
5252,Netherlands,Belgium,070700,1615086,2018,M06,Kilograms,2445
5253,France,Belgium,070700,903434,2018,M06,Kilograms,967
5254,United Kingdom,Belgium,070700,818896,2018,M06,Kilograms,61
5255,Luxembourg,Belgium,070700,39472,2018,M06,Kilograms,304
5256,Sweden,Belgium,070700,35023,2018,M06,Kilograms,20
5257,Lithuania,Belgium,070700,7077,2018,M06,Kilograms,0
5258,Poland,Belgium,070700,96,2018,M06,Kilograms,0
5259,Germany,Belgium,070700,70661,2018,M06,Kilograms,2485
5260,Italy,Belgium,070700,20784,2018,M06,Kilograms,0
5261,Czech Republic,Belgium,070700,453,2018,M06,Kilograms,2
5262,Denmark,Belgium,070700,1196,2018,M06,Kilograms,1
5263,Belarus,Belgium,070700,0,2018,M06,Kilograms,0
5264,Austria,Belgium,070700,46018,2018,M06,Kilograms,29
5265,Romania,Belgium,070700,321,2018,M06,Kilograms,0
5266,Switzerland,Belgium,070700,0,2018,M06,Kilograms,0
5267,Spain,Belgium,070700,194986,2018,M06,Kilograms,1
5268,Netherlands,Belgium,070700,1553221,2018,M07,Kilograms,2485
5269,France,Belgium,070700,1033997,2018,M07,Kilograms,851
5270,United Kingdom,Belgium,070700,471214,2018,M07,Kilograms,44
5271,Luxembourg,Belgium,070700,37113,2018,M07,Kilograms,261
5272,Sweden,Belgium,070700,17678,2018,M07,Kilograms,21
5273,Lithuania,Belgium,070700,21164,2018,M07,Kilograms,0
5274,Poland,Belgium,070700,0,2018,M07,Kilograms,0
5275,Germany,Belgium,070700,271744,2018,M07,Kilograms,1917
5276,Italy,Belgium,070700,69139,2018,M07,Kilograms,0
5277,Czech Republic,Belgium,070700,0,2018,M07,Kilograms,4
5278,Denmark,Belgium,070700,262,2018,M07,Kilograms,0
5279,Belarus,Belgium,070700,0,2018,M07,Kilograms,0
5280,Austria,Belgium,070700,16966,2018,M07,Kilograms,30
5281,Romania,Belgium,070700,0,2018,M07,Kilograms,0
5282,Switzerland,Belgium,070700,0,2018,M07,Kilograms,0
5283,Spain,Belgium,070700,24135,2018,M07,Kilograms,0
5284,Netherlands,Belgium,070700,949197,2018,M08,Kilograms,5803
5285,France,Belgium,070700,516698,2018,M08,Kilograms,835
5286,United Kingdom,Belgium,070700,264826,2018,M08,Kilograms,33
5287,Luxembourg,Belgium,070700,31030,2018,M08,Kilograms,312
5288,Sweden,Belgium,070700,10324,2018,M08,Kilograms,6
5289,Lithuania,Belgium,070700,14423,2018,M08,Kilograms,0
5290,Poland,Belgium,070700,0,2018,M08,Kilograms,0
5291,Germany,Belgium,070700,129012,2018,M08,Kilograms,2883
5292,Italy,Belgium,070700,870,2018,M08,Kilograms,0
5293,Czech Republic,Belgium,070700,0,2018,M08,Kilograms,2
5294,Denmark,Belgium,070700,0,2018,M08,Kilograms,1
5295,Belarus,Belgium,070700,0,2018,M08,Kilograms,0
5296,Austria,Belgium,070700,20649,2018,M08,Kilograms,30
5297,Romania,Belgium,070700,0,2018,M08,Kilograms,0
5298,Switzerland,Belgium,070700,0,2018,M08,Kilograms,0
5299,Spain,Belgium,070700,7088,2018,M08,Kilograms,0
5300,Netherlands,Belgium,070700,164892,2018,M09,Kilograms,2376
5301,France,Belgium,070700,72642,2018,M09,Kilograms,446
5302,United Kingdom,Belgium,070700,72910,2018,M09,Kilograms,30
5303,Luxembourg,Belgium,070700,27622,2018,M09,Kilograms,213
5304,Sweden,Belgium,070700,58103,2018,M09,Kilograms,43
5305,Lithuania,Belgium,070700,1035,2018,M09,Kilograms,0
5306,Poland,Belgium,070700,8559,2018,M09,Kilograms,0
5307,Germany,Belgium,070700,25933,2018,M09,Kilograms,2277
5308,Italy,Belgium,070700,16990,2018,M09,Kilograms,0
5309,Czech Republic,Belgium,070700,0,2018,M09,Kilograms,5
5310,Denmark,Belgium,070700,3298,2018,M09,Kilograms,15
5311,Belarus,Belgium,070700,0,2018,M09,Kilograms,0
5312,Austria,Belgium,070700,18990,2018,M09,Kilograms,25
5313,Romania,Belgium,070700,6527,2018,M09,Kilograms,0
5314,Switzerland,Belgium,070700,0,2018,M09,Kilograms,0
5315,Spain,Belgium,070700,1075,2018,M09,Kilograms,0
5316,Netherlands,Belgium,070700,185398,2018,M10,Kilograms,668
5317,France,Belgium,070700,222363,2018,M10,Kilograms,177
5318,United Kingdom,Belgium,070700,77606,2018,M10,Kilograms,42
5319,Luxembourg,Belgium,070700,35940,2018,M10,Kilograms,168
5320,Sweden,Belgium,070700,23057,2018,M10,Kilograms,8
5321,Lithuania,Belgium,070700,5306,2018,M10,Kilograms,0
5322,Poland,Belgium,070700,4149,2018,M10,Kilograms,0
5323,Germany,Belgium,070700,10286,2018,M10,Kilograms,1450
5324,Italy,Belgium,070700,0,2018,M10,Kilograms,0
5325,Czech Republic,Belgium,070700,0,2018,M10,Kilograms,9
5326,Denmark,Belgium,070700,0,2018,M10,Kilograms,4
5327,Belarus,Belgium,070700,0,2018,M10,Kilograms,0
5328,Austria,Belgium,070700,21788,2018,M10,Kilograms,14
5329,Romania,Belgium,070700,0,2018,M10,Kilograms,0
5330,Switzerland,Belgium,070700,0,2018,M10,Kilograms,0
5331,Spain,Belgium,070700,3985,2018,M10,Kilograms,24
5332,Netherlands,Belgium,070700,170047,2018,M11,Kilograms,194
5333,France,Belgium,070700,77543,2018,M11,Kilograms,38
5334,United Kingdom,Belgium,070700,83107,2018,M11,Kilograms,3
5335,Luxembourg,Belgium,070700,39363,2018,M11,Kilograms,150
5336,Sweden,Belgium,070700,42475,2018,M11,Kilograms,3
5337,Lithuania,Belgium,070700,4169,2018,M11,Kilograms,0
5338,Poland,Belgium,070700,0,2018,M11,Kilograms,0
5339,Germany,Belgium,070700,13380,2018,M11,Kilograms,558
5340,Italy,Belgium,070700,0,2018,M11,Kilograms,0
5341,Czech Republic,Belgium,070700,0,2018,M11,Kilograms,0
5342,Denmark,Belgium,070700,19801,2018,M11,Kilograms,2
5343,Belarus,Belgium,070700,0,2018,M11,Kilograms,0
5344,Austria,Belgium,070700,25189,2018,M11,Kilograms,13
5345,Romania,Belgium,070700,0,2018,M11,Kilograms,0
5346,Switzerland,Belgium,070700,0,2018,M11,Kilograms,0
5347,Spain,Belgium,070700,803,2018,M11,Kilograms,1
5348,Netherlands,Belgium,070700,159464,2018,M12,Kilograms,77
5349,France,Belgium,070700,82948,2018,M12,Kilograms,24
5350,United Kingdom,Belgium,070700,135183,2018,M12,Kilograms,0
5351,Luxembourg,Belgium,070700,48906,2018,M12,Kilograms,124
5352,Sweden,Belgium,070700,56041,2018,M12,Kilograms,0
5353,Lithuania,Belgium,070700,2602,2018,M12,Kilograms,0
5354,Poland,Belgium,070700,23759,2018,M12,Kilograms,0
5355,Germany,Belgium,070700,3890,2018,M12,Kilograms,46
5356,Italy,Belgium,070700,9,2018,M12,Kilograms,0
5357,Czech Republic,Belgium,070700,1272,2018,M12,Kilograms,0
5358,Denmark,Belgium,070700,1013,2018,M12,Kilograms,0
5359,Belarus,Belgium,070700,0,2018,M12,Kilograms,0
5360,Austria,Belgium,070700,17067,2018,M12,Kilograms,1
5361,Romania,Belgium,070700,0,2018,M12,Kilograms,0
5362,Switzerland,Belgium,070700,528,2018,M12,Kilograms,0
5363,Spain,Belgium,070700,858,2018,M12,Kilograms,15
5364,Netherlands,Belgium,070700,171751,2019,M01,Kilograms,84
5365,France,Belgium,070700,48094,2019,M01,Kilograms,32
5366,United Kingdom,Belgium,070700,43635,2019,M01,Kilograms,0
5367,Luxembourg,Belgium,070700,62585,2019,M01,Kilograms,139
5368,Sweden,Belgium,070700,27452,2019,M01,Kilograms,0
5369,Lithuania,Belgium,070700,8775,2019,M01,Kilograms,0
5370,Poland,Belgium,070700,19539,2019,M01,Kilograms,0
5371,Germany,Belgium,070700,2098,2019,M01,Kilograms,112
5372,Italy,Belgium,070700,8689,2019,M01,Kilograms,0
5373,Czech Republic,Belgium,070700,0,2019,M01,Kilograms,0
5374,Denmark,Belgium,070700,9320,2019,M01,Kilograms,0
5375,Belarus,Belgium,070700,0,2019,M01,Kilograms,0
5376,Austria,Belgium,070700,28905,2019,M01,Kilograms,5
5377,Romania,Belgium,070700,2063,2019,M01,Kilograms,0
5378,Switzerland,Belgium,070700,0,2019,M01,Kilograms,0
5379,Spain,Belgium,070700,1384,2019,M01,Kilograms,4
5380,Netherlands,Belgium,070700,198400,2019,M02,Kilograms,296
5381,France,Belgium,070700,131668,2019,M02,Kilograms,88
5382,United Kingdom,Belgium,070700,33444,2019,M02,Kilograms,0
5383,Luxembourg,Belgium,070700,49168,2019,M02,Kilograms,150
5384,Sweden,Belgium,070700,49498,2019,M02,Kilograms,0
5385,Lithuania,Belgium,070700,17818,2019,M02,Kilograms,0
